,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
1284,DB08896,Regorafenib,40.0,mg,40.0,mg,Oral,"Tablet, film coated",['approved'],True,755037-03-7,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,0.00102,g/l
1285,DB08897,Aclidinium,322.0,μg,400.0,mcg,Respiratory (inhalation),,['approved'],False,727649-81-2,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,0.00152,g/l
1286,DB08899,Enzalutamide,40.0,mg,40.0,mg,Oral,Capsule,['approved'],False,915087-33-1,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,0.00136,g/l
1287,DB08901,Ponatinib,15.0,mg,45.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,943319-70-8,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,0.00295,g/l
1288,DB08903,Bedaquiline,100.0,mg,100.0,mg,Oral,Tablet,['approved'],False,843663-66-1,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,0.000193,g/l
1289,DB08906,Fluticasone furoate,27.5,micrograms/spray,200.0,mcg,Intrasinal,"Spray, suspension",['approved'],False,397864-44-7,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,0.0434,g/l
1290,DB08907,Canagliflozin,100.0,mg/1,300.0,mg/1,Oral,"Tablet, film coated",['approved'],False,842133-18-0,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,0.0045,g/l
1291,DB08908,Dimethyl fumarate,120.0,mg,240.0,mg,Oral,"Capsule, delayed release","['approved', 'investigational']",False,624-49-7,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,12.9,g/l
1292,DB08909,Glycerol Phenylbutyrate,1.1,g/mL,1.1,g/mL,Oral,Liquid,['approved'],False,611168-24-2,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,5.09e-05,g/l
1293,DB08910,Pomalidomide,1.0,mg,4.0,mg,Oral,Capsule,['approved'],False,19171-19-8,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,2.57,g/l
1294,DB08911,Trametinib,0.5,mg,2.0,mg,Oral,"Tablet, film coated",['approved'],True,871700-17-3,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,0.0307,g/l
1295,DB08912,Dabrafenib,50.0,mg,75.0,mg,Oral,Capsule,"['approved', 'investigational']",True,,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,0.00327,g/l
1296,DB08913,Radium Ra 223 Dichloride,30.0,uCi/mL,30.0,uCi/mL,Intravenous,Injection,"['approved', 'investigational']",False,444811-40-9,Cl[223Ra]Cl,74.7,g/l
1297,DB08916,Afatinib,20.0,mg/1,40.0,mg/1,Oral,"Tablet, film coated",['approved'],True,850140-72-6,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,0.0128,g/l
1298,DB08917,Ferric Carboxymaltose,,,,,,,['approved'],False,9007-72-1,,,
1299,DB08918,Levomilnacipran,20.0,mg,120.0,mg,Oral,"Capsule, extended release","['approved', 'investigational']",False,96847-54-0,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,,
1300,DB08930,Dolutegravir,10.0,mg/1,50.0,mg,Oral,"Tablet, film coated",['approved'],False,1051375-16-6,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,0.0922,g/l
1301,DB08931,Riociguat,0.5,mg/1,2.5,mg,Oral,"Tablet, film coated",['approved'],False,625115-55-1,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,0.0682,g/l
1302,DB08932,Macitentan,10.0,mg/1,10.0,mg/1,Oral,"Tablet, film coated",['approved'],False,441798-33-0,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,0.00668,g/l
1303,DB08933,Luliconazole,10.0,mg/g,10.0,mg/g,Topical,Cream,['approved'],False,187164-19-8,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,0.0659,g/l
1304,DB08934,Sofosbuvir,400.0,mg,400.0,mg,Oral,"Tablet, film coated",['approved'],False,1190307-88-0,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,0.824,g/l
1305,DB08936,Chlorcyclizine,25.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,82-93-9,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0.0424,g/l
1306,DB08938,Magaldrate,480.0,mg,480.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,74978-16-8,[OH-].[Mg++].[Al+3].[O-]S([O-])(=O)=O,,
1307,DB08941,Isoxsuprine,10.0,mg/1,20.0,mg/1,Oral,Tablet,"['approved', 'withdrawn']",False,395-28-8,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,0.0507,g/l
1308,DB08946,Iopanoic acid,500.0,mg,500.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,96-83-3,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,0.0138,g/l
1309,DB08947,Iopamidol,26.0,%,755.0,mg/mL,Intravenous,Liquid,['approved'],False,60166-93-0,[H][C@@](C)(O)C(O)=NC1=C(I)C(C(O)=NC(CO)CO)=C(I)C(C(O)=NC(CO)CO)=C1I,0.117,g/l
1310,DB08949,Inositol nicotinate,250.0,mg,500.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,6556-11-2,O=C(O[C@H]1[C@H](OC(=O)C2=CC=CN=C2)[C@@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@@H]1OC(=O)C1=CC=CN=C1)C1=CC=CN=C1,0.0174,g/l
1311,DB08958,Hexetidine,0.1,%,0.1,%,Buccal,Liquid,"['approved', 'investigational']",False,141-94-6,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,0.00594,g/l
1312,DB08976,Floctafenine,200.0,mg,400.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,23779-99-9,OC[C@@H](O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1,0.0346,g/l
1313,DB09020,Bisacodyl,0.01,g/2g,10.0,mg,Rectal,Suppository,['approved'],False,603-50-9,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,0.00127,g/l
1314,DB09026,Aliskiren,150.0,mg,300.0,mg,Oral,Tablet,"['approved', 'investigational']",False,173334-57-1,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,0.0021,g/l
1315,DB09030,Vorapaxar,2.08,mg/1,2.5,mg,Oral,"Tablet, film coated",['approved'],False,618385-01-6,[H]\C(=C(\[H])[C@]1([H])[C@]2([H])[C@@]([H])(C)OC(=O)[C@]2([H])C[C@]2([H])C[C@@]([H])(CC[C@@]12[H])N=C(O)OCC)C1=NC=C(C=C1)C1=CC(F)=CC=C1,0.000787,g/l
1316,DB09031,Miltefosine,50.0,mg/1,50.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,58066-85-6,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,0.00022,g/l
1317,DB09034,Suvorexant,5.0,mg/1,20.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,1030377-33-3,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,0.117,g/l
1318,DB09038,Empagliflozin,10.0,mg/1,25.0,mg/1,Oral,"Tablet, film coated",['approved'],False,864070-44-0,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1,0.111,g/l
1319,DB09039,Eliglustat,84.0,mg,84.0,mg,Oral,Capsule,['approved'],False,491833-29-5,[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1,0.038,g/l
1320,DB09040,Efinaconazole,10.0,%,100.0,mg/mL,Topical,Solution,['approved'],False,164650-44-6,C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.61,g/l
1321,DB09041,Tavaborole,43.5,mg/mL,43.5,mg/mL,Topical,Solution,"['approved', 'investigational']",False,174671-46-6,OB1OCC2=CC(F)=CC=C12,11.3,g/l
1322,DB09042,Tedizolid Phosphate,200.0,mg,200.0,mg,Oral,"Tablet, film coated",['approved'],False,856867-55-5,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O,0.608,g/l
1323,DB09047,Finafloxacin,0.3,%,0.3,%,Auricular (otic),Suspension,"['approved', 'investigational']",False,209342-40-5,[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O,0.208,g/l
1324,DB09049,Naloxegol,12.5,mg/1,25.0,mg/1,Oral,"Tablet, film coated",['approved'],False,854601-70-0,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,0.0566,g/l
1325,DB09053,Ibrutinib,70.0,mg/1,560.0,mg/1,Oral,Capsule,['approved'],True,936563-96-1,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,0.0203,g/l
1326,DB09054,Idelalisib,100.0,mg,150.0,mg,Oral,Tablet,['approved'],True,870281-82-6,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,0.0255,g/l
1327,DB09059,Atosiban,6.75,mg/0.9ml,37.5,mg/5ml,Intravenous,"Injection, solution","['approved', 'investigational']",False,90779-69-4,[H][C@]1(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)C(NC1=O)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC,0.0517,g/l
1328,DB09063,Ceritinib,150.0,mg,150.0,mg,Oral,Capsule,['approved'],True,1032900-25-6,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,0.00222,g/l
1329,DB09065,Cobicistat,150.0,mg/1,150.0,mg/1,Oral,"Tablet, film coated",['approved'],False,1004316-88-4,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,0.00125,g/l
1330,DB09067,Corticorelin ovine triflutate,100.0,ug/2mL,100.0,ug/2mL,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,121249-14-7,CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C)C(N)=O,,
1331,DB09068,Vortioxetine,5.0,mg/1,20.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,508233-74-7,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,0.00362,g/l
1332,DB09071,Tasimelteon,20.0,mg,20.0,mg,Oral,Capsule,"['approved', 'investigational']",False,609799-22-6,[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1,0.0216,g/l
1333,DB09072,Sodium oxybate,0.5,g/mL,500.0,mg,Oral,Solution,['approved'],False,502-85-2,[Na+].OCCCC([O-])=O,660.0,g/l
1334,DB09073,Palbociclib,75.0,mg,125.0,mg,Oral,Capsule,"['approved', 'investigational']",True,571190-30-2,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,0.0174,g/l
1335,DB09074,Olaparib,50.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],False,763113-22-0,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12,0.119,g/l
1336,DB09075,Edoxaban,15.0,mg,60.0,mg/1,Oral,Tablet,['approved'],False,480449-70-5,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,0.0114,g/l
1337,DB09076,Umeclidinium,55.0,μg,62.5,mcg,Respiratory (inhalation),"Powder, metered",['approved'],False,869185-19-3,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,1.94e-05,g/l
1338,DB09078,Lenvatinib,4.0,mg/1,24.0,mg,Oral,Capsule,"['approved', 'investigational']",True,417716-92-8,COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N,0.0177,g/l
1339,DB09079,Nintedanib,100.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],True,656247-17-5,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(O)=N2,0.0398,g/l
1340,DB09080,Olodaterol,2.5,ug/1,2.5,ug/1,Respiratory (inhalation),"Spray, metered",['approved'],False,868049-49-4,COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1,0.0703,g/l
1341,DB09081,Idebenone,150.0,mg,150.0,mg,Oral,Tablet,"['approved', 'investigational']",False,58186-27-9,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O,0.00747,g/l
1342,DB09083,Ivabradine,5.0,mg/1,7.5,mg,Oral,"Tablet, film coated",['approved'],False,155974-00-8,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,0.0202,g/l
1343,DB09084,Benzydamine,0.15,%,15.0,mg,Buccal,Liquid,['approved'],False,642-72-8,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,0.0491,g/l
1344,DB09085,Tetracaine,0.5,%,754.0,mg,Ophthalmic,Solution / drops,"['approved', 'vet_approved']",False,94-24-6,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,0.555,g/l
1345,DB09086,Eugenol,8.0,mg/g,850.0,mg/mL,Topical,Gel,['approved'],False,97-53-0,COC1=C(O)C=CC(CC=C)=C1,1.44,g/l
1346,DB09088,Amylocaine,180.0,mg,180.0,mg,Dental,Syrup,"['approved', 'withdrawn']",False,644-26-8,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,1.06,g/l
1347,DB09089,Trimebutine,10.0,mg,200.0,mg,Intramuscular; Intravenous,Liquid,['approved'],False,39133-31-8,CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(N(C)C)C1=CC=CC=C1,0.019,g/l
1348,DB09090,Pinaverium,50.0,mg,100.0,mg,Oral,Tablet,['approved'],False,59995-65-2,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,3.42e-06,g/l
1349,DB09091,Tixocortol,250.0,mg,250.0,mg,Rectal,Suspension,"['approved', 'withdrawn']",False,61951-99-3,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.0428,g/l
1350,DB09092,Xanthinol,150.0,mg,300.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,2530-97-4,CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,17.3,g/l
1351,DB09093,Chlortetracycline,1.0,%,3.0,%,Ophthalmic,Ointment,"['approved', 'investigational', 'vet_approved']",False,57-62-5,[H][C@]12C[C@@]3([H])[C@]([H])(N(C)C)C(O)=C(C(O)=N)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C(O)C=CC(Cl)=C1[C@@]2(C)O,0.288,g/l
1352,DB09094,Podophyllin,1.0,mg/4mL,250.0,mg,Topical,Tincture,['approved'],False,9000-55-9,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O,0.427,g/l
1353,DB09095,Difluocortolone,0.1,%,0.1,%,Topical,Cream,"['approved', 'investigational', 'withdrawn']",False,2607-06-9,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,0.0446,g/l
1354,DB09096,Benzoyl peroxide,0.006,mg/.024mg,146.7,mg/g,Topical,Liquid,['approved'],False,94-36-0,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0.0294,g/l
1355,DB09097,Quinagolide,0.025,mg,0.15,mg,Oral,Tablet,"['approved', 'investigational']",False,87056-78-8,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,0.154,g/l
1356,DB09099,Somatostatin,3.0,mg,3.0,mg,Intravenous,"Powder, for solution","['approved', 'investigational']",False,38916-34-6,CC(O)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CSSCC(NC(=O)C(CO)NC1=O)C(O)=O)NC(=O)CNC(=O)C(C)N)C(C)O,0.0205,g/l
1357,DB09100,"Thyroid, porcine",,,,,,,['approved'],False,,,,
1358,DB09101,Elvitegravir,85.0,mg,150.0,mg,Oral,"Tablet, film coated",['approved'],False,697761-98-1,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2,0.00652,g/l
1359,DB09102,Daclatasvir,30.0,mg/1,90.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1009119-64-5,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,0.00852,g/l
1360,DB09104,Magnesium hydroxide,0.25,%,2400.0,mg/10mL,Topical,Ointment,"['approved', 'investigational']",False,1309-42-8,[OH-].[OH-].[Mg++],,
1361,DB09106,Hydroxyethyl Starch,,,,,,,['approved'],False,9005-27-0,,,
1362,DB09110,Coenzyme M,100.0,mg/mL,400.0,mg/1,Intravenous,"Injection, solution","['approved', 'investigational']",False,3375-50-6,OS(=O)(=O)CCS,12.7,g/l
1363,DB09111,Pentastarch,,,,,,,"['approved', 'investigational']",False,9005-27-0,,,
1364,DB09112,Nitrous acid,30.0,mg/mL,30.0,mg/mL,Intravenous,"Injection, solution","['approved', 'investigational']",False,7782-77-6,ON=O,,
1365,DB09114,Colfosceril palmitate,108.0,mg,108.0,mg,Endotracheal,"Powder, for suspension","['approved', 'investigational', 'withdrawn']",False,63-89-8,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,2.4e-05,g/l
1366,DB09115,Diiodohydroxyquinoline,210.0,mg,650.0,mg,Oral,Tablet,['approved'],False,83-73-8,OC1=C2N=CC=CC2=C(I)C=C1I,0.0815,g/l
1367,DB09116,Calcium carbimide,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,156-62-7,[Ca++].[N-]=C=[N-],8.71,g/l
1368,DB09117,Paraldehyde,100.0,%,100.0,%,Intramuscular; Intravenous,Liquid,"['approved', 'investigational']",False,123-63-7,CC1OC(C)OC(C)O1,177.0,g/l
1369,DB09118,Stiripentol,250.0,mg,500.0,mg,Oral,Capsule,['approved'],False,49763-96-4,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,0.405,g/l
1370,DB09119,Eslicarbazepine acetate,200.0,mg,800.0,mg,Oral,Tablet,['approved'],False,236395-14-5,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,0.11,g/l
1371,DB09120,Zucapsaicin,0.075,%,0.075,%,Topical,Cream,"['approved', 'investigational']",False,25775-90-0,COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1,0.00841,g/l
1372,DB09121,Aurothioglucose,50.0,mg,50.0,mg,Intramuscular,Suspension,"['approved', 'withdrawn']",False,12192-57-3,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,96.4,g/l
1373,DB09123,Dienogest,2.0,mg,2.0,mg,Oral,Tablet,['approved'],False,65928-58-7,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],0.0761,g/l
1374,DB09124,Medrogestone,5.0,mg,5.0,mg,Oral,Tablet,['approved'],False,977-79-7,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,0.00404,g/l
1375,DB09125,Potassium Citrate,5.0,meq/1,1080.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,,[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,39.4,g/l
1376,DB09128,Brexpiprazole,0.25,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,913611-97-9,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,0.00227,g/l
1377,DB09129,Chromic chloride,4.0,ug/mL,20.5,ug/mL,Intravenous,"Injection, solution",['approved'],False,10025-73-7,[Cl-].[Cl-].[Cl-].[Cr+3],5.83,g/l
1378,DB09130,Copper,0.4,mg,313.4,mg/1,Intravenous,Solution,"['approved', 'investigational']",False,7440-50-8,[Cu],,
1379,DB09131,Cupric Chloride,0.4,mg/mL,0.4,mg/mL,Intravenous,"Injection, solution","['approved', 'investigational']",False,7447-39-4,Cl[Cu]Cl,,
1380,DB09132,Gadoteric acid,376.9,mg/mL,376.9,mg/mL,Intravenous,Injection,['approved'],False,72573-82-1,[Gd+3].OC(=O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,12.8,g/l
1381,DB09133,Iothalamic acid,0.275,mCi/mL,600.0,mg/mL,Intravenous,"Injection, solution",['approved'],False,2276-90-6,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,0.123,g/l
1382,DB09134,Ioversol,34.0,%,741.0,mg/mL,Intravenous,Solution,['approved'],False,87771-40-2,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,1.04,g/l
1383,DB09135,Ioxilan,300.0,mg/mL,350.0,mg/mL,Intravascular,"Injection, solution",['approved'],False,107793-72-6,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCCO)=C1I,0.559,g/l
1384,DB09136,Isosulfan blue,10.0,mg/mL,50.0,mg/5mL,Subcutaneous,"Injection, solution",['approved'],False,68238-36-8,[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC(=CC=C1S([O-])(=O)=O)S([O-])(=O)=O,0.000324,g/l
1385,DB09137,Technetium Tc-99m mebrofenin,10.0,mg/1,45.0,mg/1,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,1415247-71-0,[99Tc].[H]OC(=O)C([H])([H])N(C([H])([H])C(=O)O[H])C([H])([H])C(=O)N([H])C1=C(C(Br)=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.0568,g/l
