,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
399,DB01144,Diclofenamide,50.0,mg/1,50.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,120-97-8,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,0.398,g/l
400,DB01148,Flavoxate,100.0,mg/1,200.0,mg,Oral,Tablet,['approved'],False,15301-69-6,CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,0.0154,g/l
402,DB01151,Desipramine,10.0,mg,150.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,50-47-5,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0.0396,g/l
403,DB01155,Gemifloxacin,320.0,mg,320.0,mg,Oral,Tablet,"['approved', 'investigational']",False,175463-14-6,CO\N=C1/CN(CC1CN)C1=NC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,0.21,g/l
404,DB01156,Bupropion,75.0,mg/1,522.0,mg/1,Oral,"Tablet, film coated",['approved'],False,34911-55-2,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,0.0693,g/l
406,DB01166,Cilostazol,50.0,mg/1,100.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,73963-72-1,O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,0.0324,g/l
407,DB01167,Itraconazole,10.0,mg,200.0,mg/1,Oral,Solution,"['approved', 'investigational']",False,84625-61-6,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0.00964,g/l
408,DB01168,Procarbazine,50.0,mg,50.0,mg,Oral,Capsule,"['approved', 'investigational']",False,671-16-9,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,0.228,g/l
409,DB01170,Guanethidine,10.0,mg,25.0,mg,Oral,Tablet,['approved'],False,55-65-2,NC(N)=NCCN1CCCCCCC1,2.25,g/l
410,DB01171,Moclobemide,100.0,mg,300.0,mg,Oral,Tablet,"['approved', 'investigational']",False,71320-77-9,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,1.12,g/l
412,DB01182,Propafenone,150.0,mg,425.0,mg/1,Oral,Tablet,['approved'],False,54063-53-5,CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,0.00758,g/l
413,DB01184,Domperidone,10.0,mg,10.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,57808-66-9,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,0.0925,g/l
416,DB01193,Acebutolol,100.0,mg,400.0,mg,Oral,Tablet,"['approved', 'investigational']",False,37517-30-9,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,0.172,g/l
417,DB01195,Flecainide,50.0,mg,150.0,mg/1,Oral,Tablet,"['approved', 'withdrawn']",False,54143-55-4,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,0.0324,g/l
418,DB01196,Estramustine,140.0,mg,140.0,mg,Oral,Capsule,"['approved', 'investigational']",False,2998-57-4,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],0.000385,g/l
419,DB01197,Captopril,6.25,mg,100.0,mg,Oral,Tablet,['approved'],False,62571-86-2,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,4.52,g/l
420,DB01198,Zopiclone,3.75,mg,7.5,mg,Oral,Tablet,['approved'],False,43200-80-2,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,0.885,g/l
421,DB01200,Bromocriptine,0.8,mg/1,5.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,25614-03-3,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,0.0858,g/l
422,DB01201,Rifapentine,150.0,mg/1,150.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,61379-65-5,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,0.0213,g/l
423,DB01203,Nadolol,20.0,mg/1,160.0,mg,Oral,Tablet,['approved'],False,42200-33-9,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,2.25,g/l
424,DB01206,Lomustine,5.0,mg/1,100.0,mg,Oral,"Capsule, gelatin coated","['approved', 'investigational']",False,13010-47-4,ClCCN(N=O)C(=O)NC1CCCCC1,0.755,g/l
425,DB01215,Estazolam,1.0,mg/1,2.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,29975-16-4,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,0.0423,g/l
426,DB01216,Finasteride,1.0,mg/1,5.0,mg,Oral,"Tablet, coated",['approved'],False,98319-26-7,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,0.00198,g/l
427,DB01217,Anastrozole,1.0,mg,1.0,mg,Oral,Tablet,"['approved', 'investigational']",False,120511-73-1,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,0.0661,g/l
428,DB01218,Halofantrine,250.0,mg,250.0,mg,Oral,Tablet,['approved'],False,69756-53-2,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.000111,g/l
429,DB01220,Rifaximin,200.0,mg/1,550.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,80621-81-4,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,0.00738,g/l
430,DB01224,Quetiapine,25.0,mg,400.0,mg/1,Oral,"Tablet, multilayer, extended release",['approved'],False,111974-69-7,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,0.0403,g/l
431,DB01232,Saquinavir,200.0,mg,500.0,mg,Oral,Capsule,"['approved', 'investigational']",False,127779-20-8,[H][C@@](O)(CN1C[C@@]2([H])CCCC[C@@]2([H])C[C@@]1([H])C(O)=NC(C)(C)C)[C@]([H])(CC1=CC=CC=C1)N=C(O)[C@]([H])(CC(O)=N)NC(=O)C1=NC2=CC=CC=C2C=C1,0.00765,g/l
432,DB01233,Metoclopramide,1.0,mg,10.0,mg,Oral,Syrup,"['approved', 'investigational']",False,364-62-5,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,0.31,g/l
433,DB01235,Levodopa,25.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,59-92-7,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,3.3,g/l
434,DB01241,Gemfibrozil,300.0,mg,600.0,mg,Oral,Capsule,['approved'],False,25812-30-0,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,0.0278,g/l
435,DB01242,Clomipramine,10.0,mg,75.0,mg/1,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,303-49-1,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,0.0144,g/l
436,DB01246,Alimemazine,2.5,mg,5.0,mg,Oral,Liquid,"['approved', 'vet_approved']",False,84-96-8,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,0.00835,g/l
438,DB01250,Olsalazine,250.0,mg/1,250.0,mg/1,Oral,"Capsule, gelatin coated",['approved'],False,15722-48-2,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,0.0781,g/l
439,DB01253,Ergonovine,0.2,mg,0.25,mg,Oral,Tablet,['approved'],False,60-79-7,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,0.321,g/l
440,DB01254,Dasatinib,20.0,mg,140.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",True,302962-49-8,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,0.0128,g/l
441,DB01255,Lisdexamfetamine,10.0,mg,70.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,608137-32-2,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,0.0877,g/l
442,DB01259,Lapatinib,250.0,mg/1,250.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,231277-92-2,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,0.0223,g/l
443,DB01261,Sitagliptin,25.0,mg,100.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,486460-32-6,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,0.034,g/l
444,DB01264,Darunavir,75.0,mg,800.0,mg,Oral,Tablet,['approved'],False,206361-99-1,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,0.0668,g/l
445,DB01128,Bicalutamide,50.0,mg,50.0,mg,Oral,Tablet,['approved'],False,90357-06-5,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0.00928,g/l
446,DB01268,Sunitinib,12.5,mg/1,50.0,mg/1,Oral,Capsule,"['approved', 'investigational']",True,557795-19-4,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,0.0308,g/l
447,DB01273,Varenicline,0.5,mg,1.0,mg,Oral,Tablet,"['approved', 'investigational']",False,249296-44-4,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21,0.0877,g/l
448,DB01275,Hydralazine,10.0,mg,100.0,mg/1,Oral,Tablet,['approved'],False,86-54-4,NNC1=NN=CC2=CC=CC=C12,2.61,g/l
449,DB01303,Oxtriphylline,10.0,mg,600.0,mg,Oral,Syrup,['approved'],False,4499-40-5,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,3.84,g/l
450,DB01340,Cilazapril,1.0,mg,5.0,mg,Oral,Tablet,['approved'],False,88768-40-5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,1.06,g/l
451,DB01345,Potassium,1193.0,mg,975.0,mg,Oral,Powder,"['approved', 'investigational']",False,7440-09-7,[K],,
452,DB01362,Iohexol,4500.0,mg/1,755.0,mg,Oral,For solution,['approved'],False,66108-95-0,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0.796,g/l
453,DB01144,Diclofenamide,50.0,mg/1,50.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,120-97-8,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,0.398,g/l
454,DB01367,Rasagiline,0.5,mg,1.0,mg,Oral,Tablet,['approved'],False,136236-51-6,C#CCN[C@@H]1CCC2=CC=CC=C12,0.0249,g/l
455,DB01377,Magnesium oxide,1750.0,mg,420.0,mg/1,Oral,Liquid,['approved'],False,1309-48-4,O=[Mg],,
457,DB01380,Cortisone acetate,5.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,50-04-4,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.0278,g/l
458,DB01392,Yohimbine,2.0,mg,6.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,146-48-5,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,0.348,g/l
459,DB01393,Bezafibrate,200.0,mg,400.0,mg,Oral,Tablet,"['approved', 'investigational']",False,41859-67-0,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,0.00155,g/l
460,DB01394,Colchicine,0.6,mg/1,1.0,mg,Oral,"Tablet, film coated",['approved'],False,64-86-8,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,0.0276,g/l
461,DB01396,Digitoxin,0.1,mg,0.1,mg,Oral,Tablet,"['approved', 'investigational']",False,71-63-6,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,0.0289,g/l
462,DB01397,Magnesium salicylate,325.0,mg,650.0,mg,Oral,Tablet,['approved'],False,18917-89-0,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,0.0686,g/l
463,DB01399,Salsalate,500.0,mg/1,750.0,mg/1,Oral,Tablet,['approved'],False,552-94-3,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,0.246,g/l
464,DB01403,Methotrimeprazine,2.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,60-99-1,COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,0.00525,g/l
465,DB01406,Danazol,50.0,mg,200.0,mg,Oral,Capsule,['approved'],False,17230-88-5,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,0.0176,g/l
466,DB01418,Acenocoumarol,1.0,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,152-72-7,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,0.0106,g/l
469,DB01438,Phenazopyridine,95.0,mg/1,200.0,mg/1,Oral,Tablet,['approved'],False,94-78-0,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,0.202,g/l
470,DB01558,Bromazepam,1.5,mg,6.0,mg,Oral,Tablet,"['approved', 'illicit', 'investigational']",False,1812-30-2,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,0.0399,g/l
471,DB01563,Chloral hydrate,100.0,mg,500.0,mg,Oral,Syrup,"['approved', 'illicit', 'investigational', 'vet_approved']",False,302-17-0,OC(O)C(Cl)(Cl)Cl,43.4,g/l
472,DB01574,Attapulgite,300.0,mg,750.0,mg,Oral,Tablet,"['approved', 'vet_approved']",False,12174-11-7,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],,
473,DB01576,Dextroamphetamine,2.5,mg/1,30.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,51-64-9,C[C@H](N)CC1=CC=CC=C1,1.74,g/l
474,DB01577,Methamphetamine,5.0,mg/1,5.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,537-46-2,CN[C@@H](C)CC1=CC=CC=C1,0.928,g/l
475,DB01579,Phendimetrazine,35.0,mg/1,105.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,634-03-7,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,2.43,g/l
476,DB01580,Oxprenolol,20.0,mg,160.0,mg,Oral,Tablet,['approved'],False,6452-71-7,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,0.68,g/l
477,DB01586,Ursodeoxycholic acid,250.0,mg/1,500.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,128-13-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,0.0197,g/l
478,DB01587,Ketazolam,30.0,mg,30.0,mg,Oral,Capsule,['approved'],False,27223-35-4,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,0.0839,g/l
479,DB01589,Quazepam,15.0,mg/1,15.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,36735-22-5,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,0.00231,g/l
480,DB01590,Everolimus,0.25,mg/1,10.0,mg,Oral,Tablet,['approved'],True,159351-69-6,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,0.00163,g/l
481,DB01591,Solifenacin,5.0,mg,10.0,mg,Oral,Tablet,['approved'],False,242478-37-1,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,0.0729,g/l
483,DB01595,Nitrazepam,5.0,mg,10.0,mg,Oral,Tablet,['approved'],False,146-22-5,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,0.0299,g/l
484,DB01599,Probucol,250.0,mg,250.0,mg,Oral,Tablet,"['approved', 'investigational']",False,23288-49-5,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,4.18e-05,g/l
485,DB01600,Tiaprofenic acid,200.0,mg,300.0,mg,Oral,Tablet,['approved'],False,33005-95-7,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,0.0324,g/l
486,DB01602,Bacampicillin,400.0,mg,800.0,mg,Oral,Tablet,"['approved', 'investigational']",False,50972-17-3,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,0.123,g/l
487,DB01604,Pivampicillin,175.0,mg,500.0,mg,Oral,"Powder, for solution",['approved'],False,33817-20-8,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,0.0354,g/l
488,DB01605,Pivmecillinam,185.0,mg,400.0,mg,Oral,Tablet,['approved'],False,32886-97-8,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,0.0526,g/l
489,DB01608,Propericiazine,5.0,mg,20.0,mg,Oral,Capsule,"['approved', 'investigational']",False,2622-26-6,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,0.059,g/l
490,DB01609,Deferasirox,90.0,mg,500.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,201530-41-8,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,0.0343,g/l
491,DB01611,Hydroxychloroquine,200.0,mg,200.0,mg,Oral,Tablet,['approved'],False,118-42-3,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.0261,g/l
493,DB01622,Thioproperazine,10.0,mg,10.0,mg,Oral,Tablet,['approved'],False,316-81-4,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,0.0569,g/l
494,DB01623,Thiothixene,1.0,mg/1,10.0,mg/1,Oral,Capsule,['approved'],False,3313-26-6,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,0.0139,g/l
495,DB01624,Zuclopenthixol,10.0,mg,500.0,mg,Oral,Tablet,"['approved', 'investigational']",False,53772-83-1,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0.0026,g/l
496,DB01656,Roflumilast,0.25,mg/1,0.5,mg/1,Oral,Tablet,['approved'],False,162401-32-3,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,0.0062,g/l
497,DB01783,Pantothenic acid,1000.0,mg,500.0,mg,Oral,Tablet,"['approved', 'nutraceutical', 'vet_approved']",False,79-83-4,CC(C)(CO)C(O)C(=O)NCCC(O)=O,60.5,g/l
498,DB02546,Vorinostat,100.0,mg,100.0,mg,Oral,Capsule,"['approved', 'investigational']",False,149647-78-9,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,0.0716,g/l
499,DB02659,Cholic Acid,50.0,mg/1,250.0,mg/1,Oral,Capsule,['approved'],False,81-25-4,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,0.0738,g/l
500,DB03585,Oxyphenbutazone,100.0,mg,100.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,129-20-4,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,0.256,g/l
501,DB01259,Lapatinib,250.0,mg/1,250.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,231277-92-2,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,0.0223,g/l
502,DB04465,Lactose,50000.0,mg,50000.0,mg,Oral,Powder,"['approved', 'investigational']",False,63-42-3,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,586.0,g/l
503,DB04571,Trioxsalen,5.0,mg,5.0,mg,Oral,Tablet,['approved'],False,3902-71-4,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,0.0627,g/l
505,DB04824,Phenolphthalein,60.0,mg,100.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,77-09-8,OC1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(O)C=C1,0.00992,g/l
506,DB04837,Clofedanol,25.0,mg,25.0,mg,Oral,Syrup,"['approved', 'withdrawn']",False,791-35-5,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,0.0621,g/l
507,DB04838,Cyclandelate,200.0,mg,200.0,mg,Oral,Tablet,['approved'],False,456-59-7,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,0.0997,g/l
508,DB04839,Cyproterone acetate,50.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational']",False,427-51-0,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],0.00152,g/l
510,DB04843,Mepenzolate,25.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,25990-43-6,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0.000627,g/l
512,DB04854,Febuxostat,40.0,mg/1,120.0,mg,Oral,Tablet,['approved'],False,144060-53-7,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,0.0183,g/l
513,DB04855,Dronedarone,400.0,mg/1,400.0,mg/1,Oral,"Tablet, film coated",['approved'],False,141626-36-0,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,0.00201,g/l
515,DB04868,Nilotinib,50.0,mg/1,200.0,mg/1,Oral,Capsule,"['approved', 'investigational']",True,641571-10-0,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,0.00201,g/l
516,DB04871,Lorcaserin,10.0,mg/1,20.0,mg/1,Oral,Tablet,['approved'],False,616202-92-7,C[C@H]1CNCCC2=CC=C(Cl)C=C12,0.0709,g/l
517,DB04876,Vildagliptin,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'investigational']",False,274901-16-5,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,1.75,g/l
519,DB04908,Flibanserin,100.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational']",False,167933-07-5,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1,0.178,g/l
520,DB04938,Ospemifene,60.0,mg/1,60.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,128607-22-7,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,0.000526,g/l
521,DB04946,Iloperidone,1.0,mg/1,12.0,mg/1,Oral,Tablet,['approved'],False,133454-47-4,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,0.0304,g/l
522,DB04951,Pirfenidone,267.0,mg,801.0,mg,Oral,Capsule,"['approved', 'investigational']",False,53179-13-8,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,2.89,g/l
523,DB04953,Ezogabine,50.0,mg/1,400.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,150812-12-7,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,0.0307,g/l
524,DB05016,Ataluren,125.0,mg,1000.0,mg,Oral,Granule,"['approved', 'investigational']",False,775304-57-9,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,0.117,g/l
525,DB05018,Migalastat,123.0,mg,123.0,mg,Oral,Capsule,"['approved', 'investigational']",False,,[H][C@]1(O)CN[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O,511.0,g/l
526,DB05239,Cobimetinib,20.0,mg,20.0,mg,Oral,Tablet,"['approved', 'investigational']",True,934660-93-2,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,0.0422,g/l
527,DB05246,Methsuximide,300.0,mg/1,300.0,mg/1,Oral,Capsule,['approved'],False,77-41-8,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,2.13,g/l
