,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
4635,DB07881,N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,,[H][C@](CC1=CC=CC=C1)(NC(=O)CCCC(O)=O)[P@](O)(=O)OCC(=O)NCCC1=CC=CC=C1,1.88,1.76,2.50e-03 g/l,1.24,-1.2,0.0,3.0,0.0,0.0,0.0,0.0
4636,DB07882,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID",,[H][C@@]12O[C@]1(C)CC[C@]1([H])[C@]2(C)CCC[N@+]1([O-])CC(=O)NC1=CC=C(NC(=O)CCCC(O)=O)C=C1,1.58,1.14,9.89e-03 g/l,4.11,-0.42,0.0,3.0,0.0,0.0,0.0,0.0
4637,DB07884,"ISOPROPYL (2S)-2-ETHYL-7-FLUORO-3-OXO-3,4-DIHYDROQUINOXALINE-1(2H)-CARBOXYLATE",,[H][C@@]1(CC)N(C(=O)OC(C)C)C2=CC(F)=CC=C2NC1=O,1.97,2.64,1.62e+00 g/l,12.28,-3.3,1.0,2.0,0.0,0.0,0.0,0.0
4638,DB07885,"(S)-4-ISOPROPOXYCARBONYL-6-METHOXY-3-METHYLTHIOMETHYL-3,4-DIHYDROQUINOXALIN-2(1H)-THIONE",,[H][C@@]1(CSC)N(C(=O)OC(C)C)C2=C(NC1=S)C=CC(OC)=C2,2.26,3.14,1.01e-02 g/l,8.16,-2.6,0.0,1.0,0.0,0.0,0.0,0.0
4639,DB07887,"(R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)BENZYL)GUANIDINE",,[H][C@@]1(CO)COB(O1)C1=CC=C(CNC(N)=N)C=C1,0.0,1.59,5.34e-01 g/l,14.65,11.83,0.0,0.0,0.0,0.0,0.0,0.0
4640,DB07888,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER",,[H][C@]1(CC(=O)OC)CC(=NO1)C1=CC=C(O)C=C1,1.22,1.47,3.89e-01 g/l,8.96,3.89,0.0,1.0,0.0,0.0,0.0,0.0
4641,DB07889,"1-(DIMETHYLAMINO)-3-(4-{{4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)PYRIMIDIN-2-YL]AMINO}PHENOXY)PROPAN-2-OL",,[H][C@@](O)(COC1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C3C=CC=CN23)C=C1)CN(C)C,3.09,2.27,3.30e-02 g/l,13.54,8.7,0.0,0.0,0.0,0.0,0.0,0.0
4642,DB07890,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,,OC1=C(SCC\C=C\P(O)(O)=O)C=CC=C1,1.24,1.49,1.44e+00 g/l,3.62,-5.8,0.0,0.0,0.0,0.0,0.0,0.0
4643,DB07891,"4-{[(14beta,17alpha)-3-hydroxyestra-1,3,5(10)-trien-17-yl]oxy}-4-oxobutanoic acid",,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=CC(O)=C4)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O,3.82,4.01,4.80e-03 g/l,4.31,-5.4,0.0,2.0,0.0,0.0,0.0,0.0
4644,DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,,CC1=C(SC2=CC=CC=C2)N(COCCO)C(=O)NC1=O,1.09,1.55,4.87e-01 g/l,9.89,-2.7,0.0,2.0,0.0,0.0,0.0,0.0
4645,DB07893,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,,[H][C@@](CCCC)(NC(=O)CCC(O)=O)[P@](O)(=O)OC1=CC=CC=C1,1.46,1.7,6.71e-01 g/l,1.52,-1.6,0.0,2.0,0.0,0.0,0.0,0.0
4646,DB07894,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,,OC1=CC=C(F)C=C1SCC\C=C\P(O)(O)=O,1.32,1.63,4.06e-01 g/l,3.62,-6.1,1.0,0.0,0.0,0.0,0.0,0.0
4647,DB07895,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)C[C@@]([H])(O)P(O)(O)=O,3.35,3.8,1.09e-01 g/l,1.3,-3.9,0.0,0.0,0.0,0.0,0.0,0.0
4648,DB07896,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,,[H][C@@](O)(C(O)=O)C1=CC=C(O)C=C1,0.86,0.59,7.69e+00 g/l,3.3,-4.1,0.0,1.0,0.0,0.0,0.0,0.0
4649,DB07897,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,,OCCCCCCCCNCO,0.96,0.89,6.03e+00 g/l,14.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0
4650,DB07898,2-(BUTYRYLOXY)-1-{[(TETRAHYDROXYPHOSPHORANYL)OXY]METHYL}ETHYL BUTYRATE,,[H][C@@](COC(=O)CCC)(COP(O)(O)(O)O)OC(=O)CCC,-0.11,-0.16,1.65e-01 g/l,8.8,-5.2,0.0,2.0,0.0,0.0,0.0,0.0
4651,DB07899,(2S) N-ACETYL-L-ALANYL-ALPHAL-PHENYLALANYL-CHLOROETHYLKETONE,,[H][C@@](C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)CCCl,1.28,1.46,3.74e-02 g/l,12.0,-1.4,0.0,3.0,0.0,0.0,0.0,0.0
4652,DB07900,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,,[H][C@@](O)(C(=O)NO)[C@@]([H])(CC(C)C)C=O,-0.18,-0.36,4.19e+01 g/l,8.61,-3.8,0.0,2.0,0.0,0.0,0.0,0.0
4653,DB07901,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,,CC1=C(Cl)C(NCCC2=CC=CC=C2)=NC(=N1)C1=NC=CC=C1,4.46,4.5,8.31e-03 g/l,17.94,4.1,0.0,0.0,0.0,0.0,0.0,0.0
4654,DB07902,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE",,CC(C)(C)OC(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1,2.34,2.49,2.42e-02 g/l,8.21,0.16,0.0,2.0,0.0,0.0,0.0,0.0
4655,DB07903,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE",,CC(C)(C)C(=O)NC1=C(N=CC=C1)C(=O)NC1=NC=CS1,1.81,2.61,1.92e-02 g/l,8.25,0.2,0.0,2.0,0.0,0.0,0.0,0.0
4656,DB07905,"(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione",,[H][C@@]12C[C@]([H])(O)[C@]([H])(O)C(=O)\C=C/C[C@]([H])(C)OC(=O)C3=C(O)C=C(OC)C=C3[C@@]1([H])O2,0.95,1.63,1.86e+00 g/l,9.47,-3.3,0.0,2.0,0.0,0.0,0.0,0.0
4657,DB07906,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",,[H][C@]1(CO)CC2=CC=C(C=C2CN1)[N+]([O-])=O,0.43,0.88,1.97e+00 g/l,15.11,8.38,0.0,0.0,0.0,0.0,0.0,1.0
4658,DB07907,(2S)-2-HYDROXYOCTANOIC ACID,,[H][C@](O)(CCCCCC)C(O)=O,1.8,1.83,1.12e+01 g/l,4.42,-3.8,0.0,1.0,0.0,0.0,0.0,0.0
4659,DB07908,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,,CC1=C(CCO)C(=O)OC2=CC(O)=CC=C12,1.35,1.18,6.52e-01 g/l,7.77,-2.4,0.0,1.0,0.0,0.0,0.0,0.0
4660,DB07909,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL",,[H][C@]1(O)C[C@]([H])(CC[C@]1([H])C1=CC=C(C=C1)C(=O)NCCCC(O)=O)C1=CC=CC=C1,3.3,3.28,2.98e-03 g/l,4.14,-0.49,0.0,2.0,0.0,0.0,0.0,0.0
4661,DB07910,PHENYLALANINDIOL,,[H][C@](N)(CC1=CC=CC=C1)C(O)O,0.01,0.39,1.30e+01 g/l,11.85,8.8,0.0,0.0,0.0,0.0,0.0,0.0
4662,DB07911,"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE",,[O-]C(=O)C(=O)\C=C\CC(=O)C1=CC=CC=C1,1.74,2.09,1.95e-01 g/l,2.92,-7.5,0.0,3.0,0.0,0.0,0.0,0.0
4663,DB07912,2-OXOHEPTYLPHOSPHONIC ACID,,CCCCCC(=O)CP(O)(O)=O,0.49,0.73,1.16e+01 g/l,1.68,-7.6,0.0,1.0,0.0,0.0,0.0,0.0
4664,DB07913,HOMOPHENYLALANINYLMETHANE,,[H][C@](N)(CCC1=CC=CC=C1)C(C)=O,1.16,1.85,3.92e-01 g/l,17.62,7.98,0.0,1.0,0.0,0.0,0.0,0.0
4665,DB07914,"(2Z,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID",,OC(=O)C(\O)=C/C=C/C(=O)C1=CC=CC=C1,1.63,1.72,3.59e-01 g/l,3.48,-6.1,0.0,2.0,0.0,0.0,0.0,0.0
4666,DB07915,"(2E,4E)-2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOIC ACID",,OC(=O)C(\O)=C/C=C/C(=O)C1=CC=CC=C1,1.63,1.72,3.59e-01 g/l,3.48,-6.1,0.0,2.0,0.0,0.0,0.0,0.0
4667,DB07916,3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,,[H][C@@](CC(O)=O)(NC(=O)[C@@]([H])(CCCCNC(=O)C1=NC2=C(C=CC=C2O)C=C1)C1=CC=CS1)C=O,2.39,2.43,4.18e-03 g/l,4.65,0.86,0.0,4.0,0.0,0.0,0.0,0.0
4668,DB07917,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,,C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1,3.37,1.24,4.22e-02 g/l,4.87,8.97,0.0,0.0,0.0,0.0,0.0,0.0
4669,DB07918,2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE,,CCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1,2.56,4.19,1.00e-02 g/l,7.88,1.22,0.0,0.0,0.0,0.0,0.0,0.0
4670,DB07919,7-METHOXY-1-METHYL-9H-BETA-CARBOLINE,,COC1=CC=C2C(NC3=C2C=CN=C3C)=C1,3.05,1.85,6.13e-02 g/l,13.54,6.15,0.0,0.0,0.0,0.0,0.0,0.0
4671,DB07923,octyl alpha-L-altropyranoside,,[H][C@]1(O)[C@@]([H])(O)[C@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O,1.13,0.81,1.60e+01 g/l,12.21,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
4672,DB07924,octyl beta-D-galactopyranoside,,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCC)[C@]1([H])O,1.13,0.81,1.60e+01 g/l,12.21,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
4673,DB07925,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,,OC1=CC=CC=C1[S@@](=O)CCCCP(O)(O)=O,0.74,0.46,1.54e+01 g/l,1.81,-6.2,0.0,0.0,2.0,0.0,0.0,0.0
4674,DB07926,N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE,,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=C(OC)C=C1)C(=O)NC,0.94,0.89,7.17e-02 g/l,8.9,-0.71,0.0,3.0,0.0,0.0,0.0,0.0
4675,DB07927,3-{[(4-CARBOXY-2-HYDROXYANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID,,OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=C(O)C=C(C=C1)C(O)=O,1.67,2.04,1.87e-01 g/l,3.04,-6.2,0.0,2.0,0.0,1.0,0.0,0.0
4676,DB07928,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,,[H][C@@]1(CCOC1=O)NC(=O)CCCCCCC,2.07,1.84,8.33e-01 g/l,12.71,-0.47,0.0,2.0,0.0,0.0,0.0,0.0
4677,DB07929,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",,CC1=CC(=CC(C)=C1)C(=O)N(NC(=O)C1=C(C)C2=C(OCCO2)C=C1)C(C)(C)C,3.53,4.42,1.02e-02 g/l,14.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0
4678,DB07930,(3R)-3-HYDROXYDODECANOIC ACID,,[H][C@@](O)(CCCCCCCCC)CC(O)=O,3.63,3.25,3.45e-01 g/l,4.67,-2.8,0.0,1.0,0.0,0.0,0.0,0.0
4679,DB07931,"4-[(1R,2S)-1-ethyl-2-(4-hydroxyphenyl)butyl]phenol",,[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1,4.98,5.37,1.39e-02 g/l,9.93,-5.4,0.0,0.0,0.0,0.0,0.0,0.0
4680,DB07932,"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate",,[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,2.64,3.01,9.42e-03 g/l,8.91,-4.3,0.0,2.0,0.0,0.0,0.0,0.0
4681,DB07933,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,3.85,4.11,1.62e-02 g/l,9.35,-4.9,0.0,0.0,0.0,0.0,0.0,0.0
4682,DB07934,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,,[H][C@](CCNC1=CC=[NH+]C=C1)(NC(=O)CNS(=O)(=O)C1CCCCC1)C(=O)N1CCCCC1,-0.21,-0.29,9.23e-02 g/l,9.73,8.78,0.0,2.0,0.0,1.0,0.0,0.0
4683,DB07935,"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile",,CC1=NNC2=C1C(OC1=CC(=CC(=C1)C#N)C#N)=C(F)C=C2,3.14,2.78,1.58e-02 g/l,14.33,2.41,1.0,0.0,0.0,0.0,0.0,0.0
4684,DB07936,N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,,[H][C@@]1(CCN(C1)C(=O)C1=CC=C(NC2=NC(C3=CN=C(C)N3C(C)C)=C(F)C=N2)C=C1)N(C)C,3.23,2.53,9.62e-02 g/l,12.76,8.81,1.0,1.0,0.0,0.0,0.0,0.0
4685,DB07937,"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine",,CCCCOC1=NC(NCCN2CCOCC2)=C2N=CN(CC3=C(F)C=CC=C3F)C2=N1,3.67,3.65,6.16e-02 g/l,16.53,6.39,2.0,0.0,0.0,0.0,0.0,0.0
4686,DB07938,"5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-chroman-5-yl]methyl]pyrimidine-2,4-diamine",,[H][C@@]1(CCC2=C(O1)C(OC)=C(OC)C=C2CC1=CN=C(N)N=C1N)C1CC1,2.35,2.61,1.40e-01 g/l,17.33,7.16,0.0,0.0,0.0,0.0,0.0,0.0
4687,DB07939,N-(3-MERCAPTOPROPANOYL)-D-ALANINE,,[H][C@](C)(NC(=O)CCS)C(O)=O,0.35,-0.089,3.75e+00 g/l,3.95,-1.8,0.0,2.0,0.0,0.0,0.0,0.0
4688,DB07941,"3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide",,CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O,4.21,4.24,3.21e-03 g/l,14.79,-0.94,2.0,2.0,0.0,0.0,0.0,0.0
4689,DB07942,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,,FC1=CC=C(C=C1)C1=CNN=C1C1=CC(F)=NC=C1,3.37,3.42,2.60e-02 g/l,14.98,1.69,2.0,0.0,0.0,0.0,0.0,0.0
4690,DB07943,2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol,,OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=NC=NC=C1)C1=CC=C(Cl)C=C1,2.28,1.59,6.68e-02 g/l,12.44,1.54,0.0,1.0,0.0,0.0,0.0,0.0
4691,DB07944,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,,CC1=CC(OCCNC2=CC=[NH+]C=C2)=CC(NS(=O)(=O)C2=CC=CC=C2)=C1,1.09,1.84,5.72e-04 g/l,7.68,8.85,0.0,0.0,0.0,1.0,0.0,0.0
4692,DB07945,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid",,NC(=O)C1=CC=CC(CN2C3=C(CCCCC3)C3=CC=CC(C(O)=O)=C23)=C1,3.66,4.19,3.25e-03 g/l,3.09,-0.96,0.0,2.0,0.0,0.0,0.0,0.0
4693,DB07946,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",,NC(=N)NOCCNC(=O)CC1=C(Cl)C=CC(NCC(F)(F)C2=CC=CC=C2)=C1F,2.9,2.7,1.58e-02 g/l,12.46,9.81,3.0,1.0,0.0,0.0,0.0,0.0
4694,DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,,ClC1=CC=C(COCCNCCNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1,2.09,2.36,3.72e-03 g/l,10.05,8.42,0.0,0.0,0.0,1.0,0.0,0.0
4695,DB07949,"({[(3E)-2'-OXO-2',7'-DIHYDRO-2,3'-BIINDOL-3(7H)-YLIDENE]AMINO}OXY)ACETIC ACID",,OC(=O)CO\N=C1/C2=CC=CCC2=N/C/1=C1\C(=O)N=C2CC=CC=C12,2.6,0.96,4.42e-02 g/l,3.47,1.97,0.0,2.0,0.0,0.0,0.0,0.0
4696,DB07951,N-[1H-INDOL-3-YL-ACETYL]ASPARTIC ACID,,[H][C@@](CC(O)=O)(NC(=O)CC1=CNC2=CC=CC=C12)C(O)=O,1.04,0.53,2.28e-01 g/l,3.74,-2.7,0.0,3.0,0.0,0.0,0.0,0.0
4697,DB07952,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,,OC(=O)CNC(=O)CC1=CNC2=C1C=CC=C2,1.15,0.6,3.64e-01 g/l,4.04,-2.8,0.0,2.0,0.0,0.0,0.0,0.0
4698,DB07953,N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,,[H][C@](NC(=O)CC1=CNC2=CC=CC=C12)(C(C)C)C(O)=O,2.09,2.06,2.49e-01 g/l,4.15,-2.1,0.0,2.0,0.0,0.0,0.0,0.0
4699,DB07954,3-ISOBUTYL-1-METHYLXANTHINE,,CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O,0.84,0.44,5.44e+00 g/l,11.41,2.42,0.0,2.0,0.0,0.0,0.0,0.0
4700,DB07956,[1-(3-CHLORO-2-FORMYL-PHENYLCARBAMOYL)-2-METHYL-PROPYL]-CARBAMIC ACID TERT-BUTYL ESTER,,[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O,3.15,4.2,1.34e-02 g/l,11.96,-6.2,0.0,3.0,0.0,0.0,0.0,0.0
4701,DB07957,METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE,,[H][C@](OC(C)=O)(C(=O)OC)C1=CC=C(N)C=C1C(O)=O,1.02,0.053,8.12e-01 g/l,4.39,3.05,0.0,3.0,0.0,0.0,0.0,0.0
4702,DB07958,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,,CCCC1=CC2=C(NC(CC(N)=O)=C2)C(CC(O)=O)=C1,1.77,1.86,5.02e-02 g/l,4.6,-3.2,0.0,2.0,0.0,0.0,0.0,0.0
4703,DB07959,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,,N1N=C(C2=NC3=CC=CC=C3N2)C2=C1C=CC=C2,3.13,2.99,1.37e-01 g/l,10.11,3.94,0.0,0.0,0.0,0.0,0.0,0.0
4704,DB07960,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",,[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O,0.45,-0.27,2.32e+01 g/l,3.76,-0.8,0.0,2.0,0.0,0.0,0.0,0.0
4705,DB07961,"1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA",,ClC1=CC=CC(Cl)=C1CC(=N)NC(=S)NC1=CC=C(C=C1)C#N,4.41,4.67,5.34e-03 g/l,9.33,5.64,0.0,0.0,0.0,0.0,0.0,0.0
4706,DB07962,"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",,COC(=O)CCNC(=O)C1=C(O)C(I)=CC(=C1)C1=C(F)C=C(F)C=C1,3.39,4.12,1.10e-02 g/l,6.83,-1.5,2.0,2.0,0.0,0.0,0.0,0.0
4707,DB07963,"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",,OC(=O)CCNC(=O)C1=C(O)C(I)=CC(=C1)C1=C(F)C=C(F)C=C1,3.39,3.97,3.31e-02 g/l,3.04,-1.5,2.0,2.0,0.0,0.0,0.0,0.0
4708,DB07964,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",,[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CC)C=C1)C(=O)NO,2.18,1.82,1.68e-02 g/l,8.7,-4.9,0.0,1.0,0.0,1.0,0.0,0.0
4709,DB07965,6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE,,CN1CCN(CCN2C=NC3=C(NC4CCCCC4)N=C(N=C23)C#N)CC1,2.18,2.19,4.94e-01 g/l,16.53,8.33,0.0,0.0,0.0,0.0,0.0,0.0
4710,DB07966,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,,N#CCC1=CC=C(NC2=NC3=CC=CC=C3C(NC3=NNC(=C3)C3CC3)=N2)C=C1,4.91,4.8,2.11e-02 g/l,12.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0
4711,DB07967,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,,N#CC1=NC2=C(N=CN2C2CCCC2)C(NC2=CC=CC=C2OCCCN2C=CN=C2)=N1,3.5,3.4,2.08e-01 g/l,12.69,6.79,0.0,0.0,0.0,0.0,0.0,0.0
4712,DB07968,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,,COC1=CC=C(O)C=C1NC(=O)NC(=O)C1=CC=C(F)C=C1Cl,3.53,3.01,1.13e-02 g/l,7.19,-4.9,1.0,2.0,0.0,0.0,0.0,0.0
4713,DB07969,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,,CN1CCN(CC1)C1=NC2=C(C=C(C=C2N=C1)C(F)(F)F)C1=CC(O)=CC=C1,3.53,4.07,1.13e-01 g/l,9.75,7.48,3.0,0.0,0.0,0.0,0.0,0.0
4714,DB07970,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,,CC1=C(NC2=CC(=CN=C2)C(N)=O)C=C(C=C1)C(=O)NC1=CC=CC(=C1)C(F)(F)F,3.29,3.53,2.28e-03 g/l,11.55,3.87,3.0,2.0,0.0,0.0,0.0,0.0
4715,DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,,COC1=CC(CN2C(=CC3=C2C=CC=C3)C(=O)NC2CCN(CC2)C(C)C)=CC=C1,4.54,3.66,4.17e-03 g/l,15.96,9.15,0.0,1.0,0.0,0.0,0.0,0.0
4716,DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,,CC(C)N1CCC(CC1)NC(=O)C1=CC2=C(C=CC=C2)N1CC(=O)NC1=CC=C(Cl)C=C1,4.49,3.61,6.97e-03 g/l,13.29,9.15,0.0,2.0,0.0,0.0,0.0,0.0
4717,DB07975,"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",,OC(=O)C1=C(CCC1)C(=O)NC1=C(F)C=C(C=C1F)C1=CC=CC(OC(F)(F)F)=C1,4.48,5.53,4.40e-03 g/l,3.05,-1.5,5.0,2.0,0.0,0.0,0.0,0.0
