,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
6799,DB08272,(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID,,[H][C@@](N)(C[C@]([H])(CC1=CC2=CC=CC=C2C=C1)C(O)=O)C(O)=O,-0.55,-0.14,9.01e-02 g/l,2.19,9.53,,,,,,
6800,DB08273,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,,OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1I)[N+]([O-])=O,2.68,2.49,3.95e-02 g/l,4.42,-1.8,,,,,,
6801,DB08274,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",,[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCC2)OC1=O,4.38,4.45,2.85e-02 g/l,7.56,-6.1,,,,,,
6802,DB08275,N-DODECANOYL-L-TYROSINE,,[H][C@@](CC1=CC=C(O)C=C1)(NC(=O)CCCCCCCCCCC)C(O)=O,4.9,5.29,4.27e-03 g/l,3.85,-0.78,,,,,,
6803,DB08276,N-METHYL O-NITROPHENYL AMINOETHYLDIPHOSPHATE BERYLLIUM TRIFLUORIDE,,CN(CCO[P@](O)(=O)O[P@@](O)(=O)O[Be-](F)(F)F)C1=CC=CC=C1[N+]([O-])=O,2.61,2.73,1.32e-02 g/l,2.08,-0.2,,,,,,
6804,DB08277,"2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE",,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=C(Cl)C=C(F)C=C1)S(C)(=O)=O,3.61,2.99,1.44e-03 g/l,13.5,-4.6,,,,,,
6805,DB08278,"1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE",,OC1=C(C(=O)N(CCC2CC2)C2=C1C=C(F)C=C2)C1=NC2=CC=CC=C2S(=O)(=O)N1,2.45,2.34,2.05e-02 g/l,5.74,-2.2,,,,,,
6806,DB08279,3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,,[H][C@]1(C)CC[C@]([H])(CC1)C(=O)N(C(C)C)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,4.68,5.46,1.21e-03 g/l,3.56,-2.1,,,,,,
6807,DB08280,"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE",,[H][C@@]12C[C@@]3([H])C[C@@](C1)(C[C@@]([H])(C2)[C@@]3([H])NC(=O)C(C)(C)OC1=CC=C(OC)C=C1)C(N)=O,2.84,2.41,1.17e-02 g/l,14.84,0.8,,,,,,
6808,DB08281,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate",,BrC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1,3.12,4.23,3.27e-03 g/l,10.87,-1.8,,,,,,
6809,DB08282,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",,ClC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1,3.38,4.07,3.21e-03 g/l,10.86,-1.8,,,,,,
6810,DB08283,"(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL",,[H][C@]1(O)CN(CCCCCCCCC)[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,1.3,1.04,9.58e+00 g/l,12.9,8.37,,,,,,
6811,DB08284,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate",,IC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1,3.38,4.39,2.54e-03 g/l,10.88,-1.8,,,,,,
6812,DB08285,"(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",,[H][C@@](CC)(CO)NC1=NC2=C(C=NN2C(NCC2=CC=CC=C2)=N1)C(C)C,3.21,3.49,1.32e-02 g/l,13.05,4.62,,,,,,
6813,DB08286,NAPHTHYLOXYACETIC ACID,,OC(=O)COC1=CC=CC2=CC=CC=C12,2.65,2.28,2.37e-01 g/l,4.05,-4.9,,,,,,
6814,DB08287,"(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE",,[H][C@@]1(CS(=O)(=O)C2=CC=C(OC)C=C2)CCCC[C@@]1([H])C(=O)NCCN,0.96,0.76,3.15e-01 g/l,14.96,8.76,,,,,,
6815,DB08288,CYCLOHEXYL-NORSTATINE,,[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)C(=O)OC(C)C,1.89,1.83,1.44e+00 g/l,12.14,8.93,,,,,,
6816,DB08289,N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE,,OC(=O)CCCC(=O)NC1=CC=C(CC[N+]2([O-])CCCCC2)C=C1,0.53,1.23,1.09e-02 g/l,4.27,3.02,,,,,,
6817,DB08291,N-(3-AMINOPROPYL)-2-NITROBENZENAMINE,,NCCCNC1=CC=CC=C1[N+]([O-])=O,1.43,1.3,6.78e-01 g/l,13.35,9.82,,,,,,
6818,DB08292,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",,OC1=CC(O)=C2C(CC(=O)CCC\C=C/CCOC2=O)=C1Cl,3.33,4.03,1.22e-01 g/l,7.03,-4.3,,,,,,
6819,DB08293,"(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",,OC1=CC(O)=C2C(CC(=O)CCC\C=C\CCOC2=O)=C1Cl,3.33,4.03,1.22e-01 g/l,7.03,-4.3,,,,,,
6820,DB08294,2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,,OC(=O)CC1=CC(=C(O)C=C1)[N+]([O-])=O,2.01,1.25,1.86e+00 g/l,2.86,-6.7,,,,,,
6821,DB08295,4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,,OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1)[N+]([O-])=O,1.74,1.56,9.08e-02 g/l,4.48,-1.8,,,,,,
6822,DB08296,5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID,,OC(=O)CCCC[P@]([O-])(=O)OC1=CC=C(C=C1)[N+]([O-])=O,1.51,1.39,9.87e-01 g/l,1.81,,,,,,,
6823,DB08297,ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE,,[H][C@]1(C)O[C@@]([H])(OC2=CC=CC=C2[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,0.18,0.39,1.57e+01 g/l,12.21,-3.6,,,,,,
6824,DB08298,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,,[H][C@@](C)(C(O)=O)C1=CC=C2C=C(OC)C=CC2=C1,3.29,2.99,5.11e-02 g/l,4.19,-4.8,,,,,,
6825,DB08299,"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid",,OC(=O)C1=CC=C(C=C1)C1=NC(C2=CC=CC(=C2)[N+]([O-])=O)=C2N=CC=CC2=C1,3.95,4.26,2.48e-03 g/l,3.84,4.73,,,,,,
6826,DB08300,"1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,CN1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CC=C2C=C1,2.58,2.65,4.94e-02 g/l,19.71,6.61,,,,,,
6827,DB08301,N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,1.12,1.6,9.55e-02 g/l,3.6,,,,,,,
6828,DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,,CCC\C(=C\C1=CC=C(O1)C1=CC(=CC=C1)C(O)=O)[N+]([O-])=O,3.27,3.45,1.95e-02 g/l,3.95,-3.3,,,,,,
6829,DB08303,"(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide",,[H][C@@]1(NC2=CC(C)=C(C=C2S(=O)(=O)N1)S(=O)(=O)N1CCN(C)CC1)C1CCCC1,1.01,1.4,3.00e-01 g/l,10.02,5.97,,,,,,
6830,DB08304,"(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide",,[H][C@@]1(CC2=C(C=C(C=C2)S(=O)(=O)N2CCN(C)CC2)S(=O)(=O)N1)C1CCCC1,0.77,1.47,2.41e-01 g/l,9.57,5.91,,,,,,
6831,DB08305,"(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide",,[H][C@@]1(CC2=CC(C)=C(C=C2S(=O)(=O)N1)S(=O)(=O)N1CCN(C)CC1)C1CCCC1,0.92,1.99,1.74e-01 g/l,9.84,5.92,,,,,,
6832,DB08306,3-{[(3-NITROANILINE]SULFONYL}THIOPHENE-2-CARBOXYLIC ACID,,OC(=O)C1=C(C=CS1)S(=O)(=O)NC1=CC=CC(=C1)[N+]([O-])=O,2.03,1.97,6.98e-03 g/l,3.06,,,,,,,
6833,DB08307,"2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE",,OC(C1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F)=C1C(=O)CCCC1=O,1.75,2.94,7.55e-03 g/l,4.13,-7.6,,,,,,
6834,DB08308,"SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER",,[H][C@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O,2.96,3.33,1.08e-02 g/l,4.31,-4.7,,,,,,
6835,DB08309,3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL,,OCCCNCCS(=O)(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1,2.74,2.03,3.05e-02 g/l,9.01,8.04,,,,,,
6836,DB08310,"N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide",,[H][C@@](CCCC)(CN(O)C=O)C(=O)N1CCC[C@@]1([H])C1=NC2=C(O1)C=CC=C2,2.58,2.14,1.60e-01 g/l,8.39,-0.37,,,,,,
6837,DB08312,"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1,2.15,2.94,4.71e-01 g/l,15.25,5.11,,,,,,
6838,DB08313,nocodazole,,COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CS1,2.84,3.17,1.85e-02 g/l,8.34,3.9,,,,,,
6839,DB08314,"(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE",,NC1=NC=C(O1)C(=O)C1=CC(Br)=CC=C1,2.05,1.92,3.03e-01 g/l,13.58,1.32,,,,,,
6840,DB08315,"2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE",,NC1=NC=C(O1)C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,2.48,2.44,7.17e-02 g/l,13.6,1.22,,,,,,
6841,DB08316,"4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",,CC1(C)CC(=O)C2=C(N)N=CN=C2C1,0.69,1.23,4.40e+00 g/l,16.65,3.87,,,,,,
6842,DB08317,"5-methyl-6-phenylquinazoline-2,4-diamine",,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1,2.64,3.2,4.55e-02 g/l,17.01,7.54,,,,,,
6843,DB08318,"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine",,NC1=NC(OCCOC2=CC=CC=C2)=NC(N)=N1,0.92,1.72,3.86e+00 g/l,15.21,5.3,,,,,,
6844,DB08319,"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",,OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O,2.1,2.28,3.02e+00 g/l,0.88,-5.6,,,,,,
6845,DB08320,"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",,[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC,3.9,3.19,1.65e-02 g/l,9,-4.2,,,,,,
6846,DB08321,"(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",,[H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O,0.95,0.4,1.13e+01 g/l,12.83,8.47,,,,,,
6847,DB08322,"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",,[H][C@@](CC(O)=O)(OC(=O)\C=C\C1=CC=C(O)C=C1)[C@@]([H])(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O,3.54,3.72,2.87e-02 g/l,3.17,-6,,,,,,
6848,DB08323,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,,[H][C@@]1(CCNC1=O)NC(=O)CC(=O)CCCCCCCCC,2.48,2.22,6.21e-02 g/l,10.31,-3.7,,,,,,
6849,DB08324,N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,,[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC,2.9,2.95,4.75e-02 g/l,10.31,-3.9,,,,,,
6850,DB08325,2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE,,CC(C)N1C=NC2=C1NC(NCCO)=N\C2=N/C1=CC=CC(Cl)=C1,2.21,2.14,3.07e-01 g/l,10.32,6.11,,,,,,
6851,DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",,OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1,1.96,1.68,9.13e-02 g/l,9.22,1,,,,,,
6852,DB08327,"2-(3,6-DIHYDROXYPHENYL)ACETIC ACID",,OC(=O)CC1=CC(O)=CC=C1O,0.81,1,8.10e+00 g/l,3.57,-5.9,,,,,,
6853,DB08328,PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID,,[H][C@](O)(C(=O)NCCC(=O)NCCO)C(C)(C)COC(=O)C(C)(C)C,0.32,-0.39,3.01e+00 g/l,12.68,-1.5,,,,,,
6854,DB08329,SULTHIAME,,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,0.37,-0.27,1.96e+00 g/l,10.55,,,,,,,
6855,DB08330,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,4.42,4.44,9.31e-04 g/l,,-4.8,,,,,,
6856,DB08331,"N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine",,N(C1=NC=CN1)C1=CC=C(NC2=CC=C(NC3=NC=CN3)C=C2)C=C1,4.08,3.42,1.35e-02 g/l,12.89,7.9,,,,,,
6857,DB08332,[2'-CARBOXYLETHYL]-10-METHYL-ANTHRACENE ENDOPEROXIDE,,C[C@@]12OO[C@@](CCC(O)=O)(C3=CC=CC=C13)C1=C2C=CC=C1,3.67,3.31,1.44e-02 g/l,4.12,-4.9,,,,,,
6858,DB08333,4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1,3.83,3.65,4.75e-02 g/l,9,2.26,,,,,,
6859,DB08334,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1F,3.75,3.79,4.76e-02 g/l,7.97,1.57,,,,,,
6860,DB08335,"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",,CC(C)(C)CC(=O)O\N=C\C1=CC=C(O)C=C1,3.12,3.27,5.06e-02 g/l,9,2.32,,,,,,
6861,DB08336,"TERT-BUTYL [(1R)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE",,[H][C@@](NC(=O)OC(C)(C)C)(C(C)C)C1=NN=CO1,1.2,1.1,4.90e-01 g/l,12.91,-2.4,,,,,,
6862,DB08337,"TERT-BUTYL [(1S)-2-METHYL-1-(1,3,4-OXADIAZOL-2-YL)PROPYL]CARBAMATE",,[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C1=NN=CO1,1.2,1.1,4.90e-01 g/l,12.91,-2.4,,,,,,
6863,DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",,O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2,2.62,3.14,2.08e-02 g/l,11.67,3.4,,,,,,
6864,DB08339,"6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE",,CN1C(=O)C(=CC2=CN=C(NC3=CC(CO)=CC=C3)N=C12)C1=C(Cl)C=CC=C1Cl,3.99,4.36,1.35e-02 g/l,13.12,1.51,,,,,,
6865,DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1,3.51,4.21,1.47e-02 g/l,11.99,2.37,,,,,,
6866,DB08341,"4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide",,[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F,3.02,2.77,2.62e-02 g/l,10.66,9.29,,,,,,
6867,DB08342,S-PALMITOYL-L-CYSTEINE,,[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O,2.68,3.53,3.85e-04 g/l,2.05,8.28,,,,,,
6868,DB08344,4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide,,[H][C@@]1(CCCN(CCC2=CC=CC=C2)C1)N(CCCOC)C(=O)C1=CC=C(Cl)C=C1,4.3,4.39,5.89e-03 g/l,,8.5,,,,,,
6869,DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",,N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1,1.53,1.68,5.91e-02 g/l,11.85,7.29,,,,,,
6870,DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",,OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl,3.79,4.48,1.44e-01 g/l,7.03,-4.3,,,,,,
6871,DB08347,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N,1.51,2.08,1.56e-01 g/l,11.54,9.75,,,,,,
6872,DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,1.88,1.87,8.34e-02 g/l,11.07,7.16,,,,,,
6873,DB08349,"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",,CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O,3.55,2.66,1.28e-02 g/l,13.38,-0.55,,,,,,
6874,DB08350,"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",,COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C,2.96,2.44,8.41e-03 g/l,14.58,3.84,,,,,,
6875,DB08351,N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,,CC1=CC=C(C=C1C1=CC2=C(C=C1)N=C(NCCN1CCOCC1)N=C2)C(=O)NC1CC1,3.02,3.08,1.46e-02 g/l,15.1,6.41,,,,,,
6876,DB08352,"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",,CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F,5.13,4.73,1.64e-02 g/l,15.34,2.99,,,,,,
6877,DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",,N#CC1=C2N=C(NCC3CCCCC3)N=C(NC3=CC=CC=C3)N2N=C1,3.9,4.21,2.40e-02 g/l,14.03,1.73,,,,,,
6878,DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",,ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1,3.45,4.43,1.56e-02 g/l,13.26,1.68,,,,,,
6879,DB08355,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",,CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2,2.62,2.85,2.44e-01 g/l,3.19,2.18,,,,,,
6880,DB08356,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",,COC1=CC=C(C=C1)C1=C(C)NN=C1C1=C(O)C=C(O)C=C1,3.35,3.39,1.27e-01 g/l,8.42,2.06,,,,,,
6881,DB08357,1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE,,CCOCCOCCOCC,0.64,0.74,1.14e+01 g/l,,-3.7,,,,,,
6882,DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",,O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1,3.1,2.4,7.92e-03 g/l,11.95,4.27,,,,,,
6883,DB08359,2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE,,CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1,3.16,2.58,3.69e-02 g/l,12.65,1.77,,,,,,
6884,DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",,CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N,1.81,2.94,1.59e-01 g/l,15.46,7.6,,,,,,
6885,DB08361,"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",,[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O,2.23,3.52,4.10e-02 g/l,13.32,9.91,,,,,,
6886,DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",,CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1,2.71,3.3,3.50e-02 g/l,11.45,0.62,,,,,,
6887,DB08363,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,,CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2,3.72,3.23,2.46e-02 g/l,,9.7,,,,,,
6888,DB08364,1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,,CCCCCCCCCC(=O)C\N=C\C1=C(COP(O)(O)O)C=NC(C)=C1O,3.65,2.49,1.44e-02 g/l,8.4,5.57,,,,,,
6889,DB08365,"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",,CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1,3.13,2.34,7.31e-03 g/l,8.01,-1.8,,,,,,
6890,DB08366,"3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",,[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H],2.45,3.24,1.44e-02 g/l,2.96,-3.4,,,,,,
